palavra,negative,positive
localizar,0.303286437119,0.696713562881
ansiosos,0.369385522456,0.630614477544
petroleo,0.620395302733,0.379604697267
sistemas,0.505382180236,0.494617819764
poupanca,0.299528884202,0.700471115798
purus,0.647406241046,0.352593758954
logicas,0.266969313004,0.733030686996
amecas,0.354410362548,0.645589637452
intuitivos,0.205223923055,0.794776076945
positivo,0.324617220984,0.675382779016
saneamento,0.256645390363,0.743354609637
positiva,0.330460552726,0.669539447274
filme,0.426027451189,0.573972548811
ativista,0.428702128508,0.571297871492
sucedeu,0.41037602184,0.58962397816
suceder,0.425810510407,0.574189489593
bobagem,0.622673722211,0.377326277789
inocencia,0.652678352566,0.347321647434
beneficia,0.229758116739,0.770241883261
evidenciado,0.482631154966,0.517368845034
beneficio,0.243324571437,0.756675428563
potentes,0.245663932917,0.754336067083
subsecao,0.648061386255,0.351938613745
visual,0.157126263555,0.842873736445
enfrentamos,0.620315774985,0.379684225015
blindados,0.776840638758,0.223159361242
vivenciado,0.471522951995,0.528477048005
diagnosticado,0.661831150607,0.338168849393
tentacao,0.525848737162,0.474151262838
eleito,0.375925241598,0.624074758402
inundacao,0.762910386761,0.237089613239
eleitorais,0.384164432129,0.615835567871
problemas,0.697012094802,0.302987905198
lacerda,0.582603008427,0.417396991573
tirar,0.577834924179,0.422165075821
conviver,0.591308956522,0.408691043478
cautelar,0.71526564128,0.28473435872
apostas,0.215624809408,0.784375190592
preceitos,0.5393977514,0.4606022486
incrementar,0.167666487203,0.832333512797
incremental,0.193177304561,0.806822695439
evite,0.620837121091,0.379162878909
emprestimo,0.274178506965,0.725821493035
turbulentos,0.267065318954,0.732934681046
diminui,0.450615138545,0.549384861455
